task,team,timestamp,rank_video,elapsed_since_task_start_ms,QT,QT_Explanation,category,type,value,additionals
vbse013,visione1,1668160314766,2243.0,289808.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,"human_face black+ Flashing shots of a man on a bed and in front of a wall, dark+ 1chuman_face 1dhuman_face 2chuman_face 2dhuman_face 3chuman_face 3dhuman_face 4chuman_face 4dhuman_face 4ablack 4bblack 4cblack 4dblack 4eblack 4fblack 4gblack 5ablack 5bblack 5cblack 5dblack 5eblack 5fblack 5gblack 6ablack 6bblack 6cblack 6dblack 6eblack 6fblack 6gblack+ Flashing shots of a man on a bed and in front of a wall","{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse013,vibro4,1668160316000,692.0,291042.0,Text,type == jointEmbedding,TEXT,jointEmbedding,black and white shot of graffiti in a dark room,{}
vbse013,cvhunter1,1668160316596,5132.0,291638.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall window,{}
vbse013,cvhunter1,1668160317348,5132.0,292390.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: flash storm man on a bed and in front of a wall window,{}
vbse013,vibro2,1668160322000,3252.0,297042.0,Temporal,CVhunter Temporal Query,TEMPORAL,text > text,Face of a Man on a bed.  >  Hand in the dark in front of a wall,{}
vbse014,vibro2,1668160411000,29.0,3483.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,{}
vbse014,vibro4,1668160413000,29.0,5483.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,{}
vbse014,visione2,1668160413531,1115.0,6014.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,cvhunter3,1668160413831,3.0,6314.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{}
vbse014,visione4,1668160414431,1115.0,6914.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione3,1668160414565,1115.0,7048.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,cvhunter3,1668160414948,3.0,7431.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{}
vbse014,vibro1,1668160415000,34.0,7483.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor. ,{}
vbse014,vibro3,1668160416000,inf,8483.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,{}
vbse014,cvhunter1,1668160416249,3.0,8732.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{}
vbse014,cvhunter2,1668160416251,3.0,8734.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{}
vbse014,visione1,1668160416520,1115.0,9003.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,cvhunter2,1668160417133,3.0,9616.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{}
vbse014,cvhunter1,1668160417248,3.0,9731.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{}
vbse014,cvhunter4,1668160418577,3.0,11060.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A white dress is waving in the wind over the floor.,{}
vbse014,vibro1,1668160456000,34.0,48483.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor. ,{}
vbse014,visione2,1668160462783,74.0,55266.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white cloth is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione4,1668160464114,187.0,56597.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor and a sunset,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione3,1668160486892,inf,79375.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.+ a white ground,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione1,1668160487600,inf,80083.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.+ an all white image shows a fluttering veil on the right,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione2,1668160490526,213.0,83009.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white cloth is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione2,1668160490526,213.0,83009.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0awhite 0bwhite 1awhite 1bwhite 2awhite 2bwhite,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione2,1668160490526,213.0,83009.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,white,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione3,1668160494237,inf,86720.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,A white dress is waving in the wind over the floor+ a white ground,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione1,1668160495872,inf,88355.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.+ white image shows a fluttering veil on the right,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione3,1668160506745,inf,99228.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,A white dress is waving in the wind over a white floor+ a white ground,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione1,1668160510905,221.0,103388.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,"A white dress is waving in the wind over the floor.+ white image shows a fluttering veil on the right, sunset in teh background","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione3,1668160513774,255.0,106257.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over a white floor,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione1,1668160526462,1115.0,118945.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione1,1668160530344,1423.0,122827.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A white dress is waving in the wind over the floor,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse014,visione1,1668160535270,244.0,127753.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,"A white dress is waving in the wind over the floor+ white image shows a fluttering veil on the right, sunset in teh background","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse015,vibro2,1668161586000,1.0,3405.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,{}
vbse015,vibro4,1668161589000,1.0,6405.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,{}
vbse015,visione2,1668161589091,17.0,6496.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,cvhunter1,1668161589387,20.0,6792.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{}
vbse015,cvhunter3,1668161589454,20.0,6859.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{}
vbse015,visione4,1668161589997,17.0,7402.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,cvhunter1,1668161590104,20.0,7509.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{}
vbse015,cvhunter3,1668161590539,20.0,7944.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{}
vbse015,vibro1,1668161591000,1.0,8405.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight. ,{}
vbse015,visione3,1668161591209,17.0,8614.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione1,1668161591929,17.0,9334.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,vibro3,1668161592000,1.0,9405.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,{}
vbse015,cvhunter4,1668161593569,20.0,10974.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{}
vbse015,vibro2,1668161594000,1.0,11405.0,Image,category == IMAGE,IMAGE,globalFeatures, video 03184 at 00:01:29:50 (Frame #2237),{}
vbse015,cvhunter2,1668161601423,20.0,18828.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{}
vbse015,cvhunter2,1668161602100,20.0,19505.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight.,{}
vbse015,visione2,1668161616786,17.0,34191.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161620294,61.0,37699.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161620294,61.0,37699.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man lighting at a piano with a flashlight.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161620294,61.0,37699.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0cblue 0dblue 0eblue 1cblue 1dblue 1eblue 2cblue 2dblue 2eblue 3cblue 3dblue 3eblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,cvhunter2,1668161636402,2.0,53807.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a blue flashlight.,{}
vbse015,cvhunter2,1668161637095,2.0,54500.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a blue flashlight.,{}
vbse015,cvhunter3,1668161652274,35.0,69679.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight at dark.,{}
vbse015,cvhunter3,1668161653307,35.0,70712.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: A man lighting at a piano with a flashlight at dark.,{}
vbse015,visione2,1668161655639,19.0,73044.0,Text,type == jointEmbedding,TEXT,jointEmbedding,"A man lighting at a piano with a flashlight, white backgorund","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161664988,10.0,82393.0,Text,type == jointEmbedding,TEXT,jointEmbedding,"A man lighting at a piano with a flashlight, white background and a chair","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161691030,16.0,108435.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,"A man lighting at a piano with a flashlight,+ A man lighting at a piano with a flashlight with a chair","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161724461,17.0,141866.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,"blue+ A man lighting at a piano with a flashlight,+ 1cblue 1dblue 2cblue 2dblue 3cblue 3dblue+ A man lighting at a piano with a flashlight with a chair","{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161777663,16.0,195068.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,"blue+ A man pressing a button on a piano, flashlight+ 1cblue 1dblue 2cblue 2dblue 3cblue 3dblue+ A man lighting at a piano with a flashlight with a chair","{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161777850,36.0,195255.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161777850,36.0,195255.0,Text,type == jointEmbedding,TEXT,jointEmbedding,"A man pressing a button on a piano, flashlight","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161777850,36.0,195255.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,1cblue 1dblue 2cblue 2dblue 3cblue 3dblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161789686,156.0,207091.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161789686,156.0,207091.0,Text,type == jointEmbedding,TEXT,jointEmbedding,A man pressing a button on a piano with flashlight,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161789686,156.0,207091.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,1cblue 1dblue 2cblue 2dblue 3cblue 3dblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse015,visione2,1668161831628,88.0,249033.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,LocalizedObjectAndColors,blue+ A man lighting at a piano with a flashlight.+ 1cblue 1dblue 2cblue 2dblue 3cblue 3dblue+ A man lighting at a piano with a flashlight with a chair,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
