task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals,teamFamily
vbse054,visione1,1,1668177682064,25476.0,120953.0,6045.0,inf,inf,10000.0,TEXT,jointEmbedding,First-person view of a mountainbike downhill race.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
vbse054,visione1,1,1668177686612,30024.0,120953.0,inf,inf,inf,1000.0,Image,globalFeatures,12185/12185_128.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse054,visione1,1,1668177695811,39223.0,120953.0,inf,inf,inf,1000.0,Image,globalFeatures,10236/10236_278.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse054,visione1,1,1668177721509,64921.0,120953.0,1.0,101.0,101.0,10000.0,TEXT,jointEmbedding,"First-person view of a mountainbike downhill race, orange","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
vbse055,visione1,1,1668177992529,8618.0,190180.0,172.0,908.0,352.0,10000.0,TEXT,jointEmbedding,Close-up of a diving duck.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse056,visione1,1,1668178330439,8739.0,53008.0,70.0,1199.0,71.0,10000.0,TEXT,jointEmbedding,Two sisters sitting at a small table and introducing theirselves.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178657453,8610.0,247190.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178678992,30149.0,247190.0,inf,inf,inf,10000.0,TEXT,LocalizedObjectAndColors,graykeyframe,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178678992,30149.0,247190.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178686387,37544.0,247190.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178688214,39371.0,247190.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178706660,57817.0,247190.0,6866.0,inf,inf,10000.0,TEXT,jointEmbedding,Extremely round zoomed recording of some written content. in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178711406,62563.0,247190.0,6866.0,inf,inf,10000.0,TEXT,jointEmbedding,Extremely round zoomed recording of some written content.in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178715681,66838.0,247190.0,8872.0,inf,inf,10000.0,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178721517,72674.0,247190.0,324.0,9533.0,9533.0,10000.0,TEXT,jointEmbedding,Extremely round zoomed recording of some chinese written content in black and white,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178735356,86513.0,247190.0,311.0,inf,inf,3811.0,TEXT,jointEmbedding,Extremely round zoomed recording of some chinese written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178735356,86513.0,247190.0,311.0,inf,inf,3811.0,TEXT,jointEmbedding,round zoomed of some chinese written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178748046,99203.0,247190.0,inf,inf,inf,2569.0,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178748046,99203.0,247190.0,inf,inf,inf,2569.0,TEXT,jointEmbedding,round zoomed of some chinese written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178767996,119153.0,247190.0,112.0,inf,inf,480.0,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178767996,119153.0,247190.0,112.0,inf,inf,480.0,TEXT,jointEmbedding,round zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178769885,121042.0,247190.0,112.0,inf,inf,480.0,TEXT,jointEmbedding,Extremely round zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178769885,121042.0,247190.0,112.0,inf,inf,480.0,TEXT,jointEmbedding,round zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178787603,138760.0,247190.0,inf,inf,inf,393.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178787603,138760.0,247190.0,inf,inf,inf,393.0,TEXT,jointEmbedding,round zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178797624,148781.0,247190.0,inf,inf,inf,247.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178797624,148781.0,247190.0,inf,inf,inf,247.0,TEXT,jointEmbedding,circle zoomed of a black line,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178815578,166735.0,247190.0,inf,inf,inf,1046.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178815578,166735.0,247190.0,inf,inf,inf,1046.0,TEXT,jointEmbedding,circle zoomed of a black written text,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178837357,188514.0,247190.0,inf,inf,inf,1166.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178837357,188514.0,247190.0,inf,inf,inf,1166.0,TEXT,jointEmbedding,zoomed of a black written text on white background,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178843859,195016.0,247190.0,inf,inf,inf,1544.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178843859,195016.0,247190.0,inf,inf,inf,1544.0,TEXT,jointEmbedding,zoomed of a black written text on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178854847,206004.0,247190.0,inf,inf,inf,1257.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content in black and white,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178854847,206004.0,247190.0,inf,inf,inf,1257.0,TEXT,jointEmbedding,zoomed of a black written on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178862365,213522.0,247190.0,inf,inf,inf,2306.0,TEXT,jointEmbedding,Extremely zoomed recording of some written content,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178862365,213522.0,247190.0,inf,inf,inf,2306.0,TEXT,jointEmbedding,zoomed of a black written on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178872872,224029.0,247190.0,32.0,145.0,145.0,358.0,TEXT,jointEmbedding,a zoomed line,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse057,visione1,1,1668178872872,224029.0,247190.0,32.0,145.0,145.0,358.0,TEXT,jointEmbedding,zoomed of a black written on white paper,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse058,visione1,1,1668178998096,13996.0,171004.0,1279.0,5144.0,5144.0,10000.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down rocks between trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse058,visione1,1,1668179008552,24452.0,171004.0,inf,inf,inf,1000.0,Image,globalFeatures,07276/07276_149.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse058,visione1,1,1668179029763,45663.0,171004.0,1279.0,5144.0,5144.0,10000.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down rocks between trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179044852,60752.0,171004.0,282.0,1569.0,1569.0,10000.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down snowy rocks between trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179078481,94381.0,171004.0,648.0,inf,inf,2542.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down snowy rocks between trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179078481,94381.0,171004.0,648.0,inf,inf,2542.0,TEXT,jointEmbedding,a skying with blue pants,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179094279,110179.0,171004.0,737.0,961.0,961.0,2591.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down snowy rocks between trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179094279,110179.0,171004.0,737.0,961.0,961.0,2591.0,TEXT,jointEmbedding,A skier with blue pants,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179118292,134192.0,171004.0,597.0,1291.0,1291.0,2532.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down snowy rocks between trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179118292,134192.0,171004.0,597.0,1291.0,1291.0,2532.0,TEXT,jointEmbedding,A skier with blue pants and a black jacket,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179122425,138325.0,171004.0,631.0,1262.0,1262.0,2573.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down snowy rocks between trees,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179122425,138325.0,171004.0,631.0,1262.0,1262.0,2573.0,TEXT,jointEmbedding,A skier with blue pants and a black jacket,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179137797,153697.0,171004.0,6.0,329.0,329.0,2668.0,TEXT,jointEmbedding,A freestyle downhill skier jumping down snowy rocks between trees,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse058,visione1,1,1668179137797,153697.0,171004.0,6.0,329.0,329.0,2668.0,TEXT,jointEmbedding,A skier with blue pants and a black jacket iin teh snow with trees,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse059,visione1,1,1668179395818,7515.0,78620.0,1768.0,inf,8261.0,10000.0,TEXT,jointEmbedding,A skier flying down a mountain with a parachute.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse059,visione1,1,1668179426272,37969.0,78620.0,inf,inf,inf,1000.0,Image,globalFeatures,14847/14847_141_1.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse059,visione1,1,1668179432526,44223.0,78620.0,578.0,inf,578.0,1000.0,Image,globalFeatures,04752/04752_61_2.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse059,visione1,1,1668179460530,72227.0,78620.0,3.0,4.0,4.0,148.0,TEXT,jointEmbedding,A skier flying down a mountain with a parachute.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse059,visione1,1,1668179460530,72227.0,78620.0,3.0,4.0,4.0,148.0,TEXT,jointEmbedding,we see the hands and the sun between the ropes,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse060,visione1,1,1668179733955,7742.0,49407.0,1.0,8.0,8.0,10000.0,TEXT,jointEmbedding,A crowd of people sitting in a cinema / theatre.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse060,visione1,1,1668179752499,26286.0,49407.0,50.0,50.0,50.0,1000.0,Image,globalFeatures,08126/08126_74.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse060,visione1,1,1668179765334,39121.0,49407.0,1.0,8.0,8.0,10000.0,TEXT,jointEmbedding,A crowd of people sitting in a cinema / theatre.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
